timestamp,target,destination_ip,hop_number,ip_address,rtt1_ms,rtt2_ms,rtt3_ms
Wed 15 Apr 06:00:02 BST 2026,www.bijt.net,104.167.84.47,29,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.bijt.net,104.167.84.47,30,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,1,192.168.25.1,0.605,0.498,0.470
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,2,139.222.0.1,4.186,6.938,10.261
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,3,10.0.0.1,11.892,15.290,18.480
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,4,193.62.92.125,1.426,1.366,1.325
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,5,10.11.1.0,1.515,1.474,1.430
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,6,146.97.141.116,4.297,4.639,4.591
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,7,146.97.38.49,4.802,4.788,4.730
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,8,146.97.33.5,5.318,5.192,5.196
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,9,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,10,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,11,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,12,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,13,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,14,62.40.124.43,50.600,50.709,50.877
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,15,62.217.100.72,66.803,60.275,60.469
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,16,62.217.96.169,62.161,61.758,67.356
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,17,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,18,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,19,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,20,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,21,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,22,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,23,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,24,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,25,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,26,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,27,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,28,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,29,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.ntua.gr,147.102.224.101,30,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,1,192.168.25.1,0.803,0.759,0.673
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,2,139.222.0.1,7.042,9.538,12.463
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,3,10.0.0.1,4.312,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,4,193.62.92.125,1.537,1.479,1.423
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,5,10.11.1.0,1.608,1.529,1.470
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,6,146.97.141.116,4.655,4.453,4.382
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,7,146.97.38.49,5.848,5.736,5.656
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,8,146.97.33.61,5.118,4.973,4.908
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,9,146.97.35.194,4.828,4.905,4.849
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,10,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,11,62.115.142.244,6.977,8.634,8.557
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,12,62.115.139.142,5.170,5.523,5.189
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,13,62.115.135.25,13.722,12.619,12.539
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,14,62.115.138.227,24.418,16.939,24.119
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,15,62.115.140.39,159.951,224.747,159.906
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,16,62.115.142.37,226.856,236.483,224.271
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,17,62.115.140.25,224.983,224.692,226.447
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,18,62.115.143.237,333.432,237.598,237.146
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,19,62.115.140.25,227.803,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,20,211.125.114.65,245.092,244.158,243.204
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,21,211.125.119.102,244.487,244.844,244.197
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,22,211.125.114.65,259.781,256.624,260.041
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,23,211.125.119.102,252.708,260.420,246.648
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,24,62.115.123.141,260.577,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,25,62.115.136.167,370.322,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,26,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,27,*,,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,28,62.115.139.44,333.136,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,29,62.115.140.25,340.334,,
Wed 15 Apr 06:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,30,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,1,192.168.25.1,0.574,0.542,0.519
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,2,139.222.0.1,7.119,4.253,10.004
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,3,10.0.0.1,10.416,4.186,7.446
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,4,193.62.92.125,1.730,1.706,1.684
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,5,10.11.1.0,1.843,1.802,1.779
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,6,146.97.141.116,4.474,4.768,4.725
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,7,146.97.38.49,34.970,33.732,33.690
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,8,146.97.33.5,5.472,5.397,5.362
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,9,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,10,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,11,62.40.125.18,77.214,78.332,78.294
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,12,163.253.1.116,148.784,148.753,146.355
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,13,163.253.1.107,147.623,146.998,146.921
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,14,163.253.1.139,146.778,147.475,147.938
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,15,163.253.2.17,147.910,146.705,146.661
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,16,163.253.2.74,149.506,147.904,148.013
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,17,163.253.1.245,147.917,147.878,147.798
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,18,163.253.1.242,146.788,146.736,148.988
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,19,163.253.1.171,148.943,148.762,148.725
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,20,163.253.1.157,148.562,148.508,148.470
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,21,64.57.28.54,145.371,145.682,145.644
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,22,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,23,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,24,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,25,128.95.0.66,146.299,148.942,148.606
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,26,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,27,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,28,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,29,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.washington.edu,128.208.60.208,30,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,1,192.168.25.1,0.753,0.703,0.615
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,2,139.222.0.1,4.251,12.034,7.064
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,3,10.0.0.1,4.118,7.179,10.712
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,4,193.62.92.125,1.459,1.414,1.365
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,5,10.11.1.0,1.651,1.607,1.568
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,6,146.97.141.116,4.406,4.740,4.696
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,7,146.97.38.49,4.837,4.739,4.642
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,8,146.97.33.61,5.321,4.909,4.864
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,9,146.97.35.194,4.824,4.808,4.757
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,10,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,11,130.117.15.20,5.682,5.268,5.218
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,12,154.54.74.145,6.979,6.729,
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,13,154.54.75.150,5.539,5.451,5.590
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,14,154.54.167.69,75.515,74.802,74.871
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,15,154.54.170.69,79.096,79.061,79.028
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,16,154.54.169.178,95.846,92.642,92.613
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,17,154.54.40.110,111.863,111.755,111.740
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,18,154.54.40.249,112.549,112.505,112.476
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,19,154.54.165.30,134.118,134.318,134.026
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,20,154.54.166.58,133.244,137.060,133.405
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,21,154.54.44.86,139.113,139.265,139.222
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,22,154.54.3.70,139.182,139.296,139.141
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,23,154.54.86.41,136.937,137.502,137.433
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,24,38.104.84.15,143.545,143.277,142.798
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,25,104.171.226.68,142.750,142.575,143.191
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,26,172.80.0.167,142.242,142.258,142.395
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,27,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,28,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,29,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.bijt.net,104.167.84.47,30,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,1,192.168.25.1,0.793,0.711,0.619
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,2,139.222.0.1,5.941,13.853,16.752
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,3,10.0.0.1,4.545,7.511,10.742
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,4,193.62.92.125,1.444,1.353,1.266
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,5,10.11.1.0,1.750,1.805,1.709
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,6,146.97.141.116,4.378,4.775,4.706
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,7,146.97.38.49,5.163,5.317,5.239
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,8,146.97.33.5,5.752,5.695,5.634
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,9,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,10,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,11,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,12,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,13,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,14,62.40.124.43,51.310,51.186,51.381
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,15,62.217.100.72,60.535,60.557,60.595
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,16,62.217.96.169,61.608,61.800,61.709
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,17,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,18,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,19,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,20,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,21,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,22,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,23,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,24,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,25,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,26,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,27,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,28,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,29,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,30,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,1,192.168.25.1,0.964,0.878,0.812
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,2,139.222.0.1,4.698,10.536,7.467
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,3,10.0.0.1,4.445,7.337,10.270
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,4,193.62.92.125,1.306,1.221,1.549
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,5,10.11.1.0,1.635,1.574,1.515
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,6,146.97.141.116,4.282,4.218,4.150
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,7,146.97.38.49,15.864,15.206,15.129
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,8,146.97.33.61,4.800,4.664,4.639
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,9,146.97.35.194,4.549,5.104,5.024
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,10,62.115.175.106,4.880,4.751,4.679
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,11,62.115.142.244,6.832,6.755,6.534
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,12,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,13,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,14,62.115.138.227,25.793,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,15,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,16,62.115.139.221,233.751,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,17,62.115.140.25,225.199,225.564,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,18,213.248.82.234,239.602,238.866,230.191
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,19,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,20,211.125.119.102,244.546,341.383,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,21,211.125.114.74,263.839,245.995,247.280
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,22,211.125.119.102,246.683,244.413,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,23,103.14.13.3,258.372,250.759,247.348
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,24,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,25,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,26,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,27,62.115.140.25,328.151,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,28,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,29,*,,,
Wed 15 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,30,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,1,192.168.25.1,0.567,0.450,0.416
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,2,139.222.0.1,7.460,10.933,3.942
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,3,10.0.0.1,3.932,8.588,12.350
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,4,193.62.92.125,1.364,1.316,1.265
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,5,10.11.1.0,1.464,1.416,1.536
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,6,146.97.141.116,4.371,4.249,4.192
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,7,146.97.38.49,4.691,4.530,4.488
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,8,146.97.33.61,4.551,4.477,4.397
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,9,72.14.205.74,4.639,4.805,4.673
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,10,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,11,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,12,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,13,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,14,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,15,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,16,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,17,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,18,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,19,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,20,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,21,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,22,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,23,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,24,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,25,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,26,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,27,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,28,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,29,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.washington.edu,34.82.219.4,30,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,1,192.168.25.1,0.998,0.938,0.888
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,2,139.222.0.1,4.605,10.423,7.291
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,3,10.0.0.1,4.455,7.374,10.430
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,4,193.62.92.125,1.527,1.476,1.432
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,5,10.11.1.0,1.850,1.802,1.739
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,6,146.97.141.116,4.120,4.348,4.327
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,7,146.97.38.49,4.578,4.835,4.775
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,8,146.97.33.61,4.699,4.638,5.757
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,9,146.97.35.194,4.794,4.954,4.897
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,10,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,11,130.117.15.20,5.124,5.258,5.262
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,12,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,13,154.54.72.182,5.810,5.697,5.604
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,14,154.54.95.101,74.885,74.835,75.298
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,15,154.54.30.121,79.203,78.944,79.274
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,16,154.54.172.170,92.744,92.995,95.746
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,17,154.54.40.110,111.820,111.964,111.930
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,18,154.54.41.53,112.027,112.174,112.027
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,19,154.54.165.26,157.389,134.688,134.649
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,20,154.54.166.58,133.561,134.244,134.198
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,21,154.54.45.162,140.023,140.066,138.850
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,22,154.54.3.70,139.140,139.557,139.193
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,23,154.54.86.41,136.860,136.775,136.718
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,24,38.104.84.15,142.756,143.137,143.092
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,25,104.171.226.68,142.738,143.095,142.653
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,26,172.80.0.167,142.137,142.111,142.112
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,27,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,28,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,29,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,30,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,1,192.168.25.1,0.540,0.434,0.481
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,2,139.222.0.1,7.536,4.232,10.022
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,3,10.0.0.1,4.169,7.258,10.008
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,4,193.62.92.125,1.472,1.388,1.300
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,5,10.11.1.0,1.904,1.780,1.704
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,6,146.97.141.116,4.501,4.511,4.409
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,7,146.97.38.49,4.415,4.718,4.639
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,8,146.97.33.5,5.251,5.600,5.523
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,9,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,10,*,,,
Wed 15 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,11,*,,,
